Transaction_ID,Date,Store_ID,SKU_ID,Category,Condition,Inventory_Age_Bucket,Selling_Price_GST,Net_Revenue,COGS,True_Gross_Margin_%
916,2025-06-23,3,14,TV,Grade B,90+,40225.95,34089.78,29414.34,13.72
917,2025-06-23,3,19,TV,Grade C,0-30,24913.87,21113.45,15815.55,25.09
918,2025-06-23,3,7,AC,Grade B,61-90,34024.88,28834.65,22012.91,23.66
919,2025-06-23,3,27,Refrigerator,Grade B,0-30,14805.09,12546.69,9136.62,27.18
920,2025-06-23,4,19,TV,Grade C,61-90,23476.56,19895.39,15815.55,20.51
921,2025-06-23,4,16,TV,Minor Cosmetic,90+,23269.43,19719.86,15745.16,20.16
922,2025-06-23,4,41,Washing Machine,Open Box,31-60,26830.71,22737.89,16574.72,27.11
923,2025-06-23,4,18,TV,Grade C,61-90,35295.3,29911.27,22781.28,23.84
924,2025-06-23,4,20,TV,Grade C,61-90,13616.6,11539.49,8784.66,23.87
925,2025-06-23,4,2,AC,Open Box,61-90,52200.44,44237.66,34287.99,22.49
926,2025-06-23,4,25,Refrigerator,Minor Cosmetic,31-60,28257.93,23947.4,17574.75,26.61
927,2025-06-23,4,25,Refrigerator,Minor Cosmetic,0-30,27924.07,23664.47,17574.75,25.73
928,2025-06-23,4,28,Refrigerator,Open Box,90+,67841.22,57492.56,47699.98,17.03
929,2025-06-23,4,38,Washing Machine,Open Box,0-30,41747.3,35379.06,26147.92,26.09
930,2025-06-23,4,2,AC,Open Box,90+,49946.92,42327.9,34287.99,18.99
931,2025-06-23,5,40,Washing Machine,Grade C,61-90,13963.92,11833.83,9534.87,19.43
932,2025-06-23,5,26,Refrigerator,Open Box,61-90,42710.17,36195.06,29837.55,17.56
933,2025-06-23,5,6,AC,Grade B,61-90,30124.66,25529.37,20477.52,19.79
934,2025-06-23,5,1,AC,Minor Cosmetic,61-90,44805.14,37970.46,29209.48,23.07
935,2025-06-23,5,47,Washing Machine,Minor Cosmetic,0-30,38044.52,32241.12,23813.82,26.14
936,2025-06-23,5,44,Washing Machine,Open Box,0-30,37359.46,31660.56,22655.21,28.44
937,2025-06-23,5,7,AC,Grade B,61-90,32364.33,27427.39,22012.91,19.74
938,2025-06-23,5,21,TV,Grade B,0-30,32960.43,27932.57,20322.84,27.24
939,2025-06-23,6,45,Washing Machine,Grade C,31-60,24997.95,21184.7,16328.21,22.92
940,2025-06-23,6,22,TV,Grade B,61-90,47687.75,40413.35,30727.85,23.97
941,2025-06-23,6,6,AC,Grade B,90+,27897.6,23642.03,20477.52,13.39
942,2025-06-23,6,7,AC,Grade B,90+,30808.65,26109.02,22012.91,15.69
943,2025-06-23,6,7,AC,Grade B,31-60,35369.4,29974.07,22012.91,26.56
944,2025-06-24,1,8,AC,Grade C,0-30,39422.45,33408.85,22963.56,31.27
945,2025-06-24,1,19,TV,Grade C,90+,24795.04,21012.74,15815.55,24.73
946,2025-06-24,1,29,Refrigerator,Minor Cosmetic,0-30,79622.63,67476.81,44000.26,34.79
947,2025-06-24,1,36,Refrigerator,Grade C,61-90,31433.74,26638.77,20279.68,23.87
948,2025-06-24,1,42,Washing Machine,Open Box,90+,46932.54,39773.34,29724.77,25.26
949,2025-06-24,1,19,TV,Grade C,90+,23539.25,19948.51,15815.55,20.72
950,2025-06-24,1,15,TV,Grade B,31-60,13868.14,11752.66,8334.33,29.09
951,2025-06-24,1,3,AC,Minor Cosmetic,0-30,31514.37,26707.1,17574.47,34.2
952,2025-06-24,1,34,Refrigerator,Minor Cosmetic,90+,51261.47,43441.93,33383.53,23.15
953,2025-06-24,1,45,Washing Machine,Grade C,0-30,28121.28,23831.59,16328.21,31.49
954,2025-06-24,1,8,AC,Grade C,31-60,38003.57,32206.41,22963.56,28.7
955,2025-06-24,1,36,Refrigerator,Grade C,0-30,33607.36,28480.82,20279.68,28.8
956,2025-06-24,1,22,TV,Grade B,31-60,54184.66,45919.21,30727.85,33.08
957,2025-06-24,2,3,AC,Minor Cosmetic,90+,25249.97,21398.28,17574.47,17.87
958,2025-06-24,2,35,Refrigerator,Minor Cosmetic,61-90,12899.67,10931.92,8761.7,19.85
959,2025-06-24,2,17,TV,Grade B,0-30,42945.26,36394.29,28373.82,22.04
960,2025-06-24,2,9,AC,Minor Cosmetic,90+,33232.69,28163.29,22982.42,18.4
961,2025-06-24,2,14,TV,Grade B,0-30,46851.16,39704.37,29414.34,25.92
962,2025-06-24,2,34,Refrigerator,Minor Cosmetic,0-30,51182.61,43375.09,33383.53,23.04
963,2025-06-24,2,23,TV,Minor Cosmetic,31-60,17842.25,15120.55,11655.74,22.91
964,2025-06-24,3,42,Washing Machine,Open Box,61-90,43152.74,36570.12,29724.77,18.72
965,2025-06-24,3,40,Washing Machine,Grade C,0-30,15877.11,13455.18,9534.87,29.14
966,2025-06-24,3,9,AC,Minor Cosmetic,61-90,33333.73,28248.93,22982.42,18.64
967,2025-06-24,3,29,Refrigerator,Minor Cosmetic,61-90,67661.57,57340.32,44000.26,23.26
968,2025-06-24,3,36,Refrigerator,Grade C,90+,27986.4,23717.28,20279.68,14.49
969,2025-06-24,3,41,Washing Machine,Open Box,31-60,25646.31,21734.16,16574.72,23.74
970,2025-06-24,3,36,Refrigerator,Grade C,0-30,33511.1,28399.23,20279.68,28.59
971,2025-06-24,3,12,AC,Open Box,31-60,40170.66,34042.93,26094.64,23.35
972,2025-06-24,3,4,AC,Grade C,61-90,18993.01,16095.77,12893.28,19.9
973,2025-06-24,4,6,AC,Grade B,31-60,33468.9,28363.48,20477.52,27.8
974,2025-06-24,4,21,TV,Grade B,90+,27588.6,23380.17,20322.84,13.08
975,2025-06-24,4,26,Refrigerator,Open Box,0-30,46201.84,39154.1,29837.55,23.79
976,2025-06-24,4,20,TV,Grade C,0-30,14145.13,11987.4,8784.66,26.72
977,2025-06-24,4,21,TV,Grade B,31-60,32168.67,27261.58,20322.84,25.45
978,2025-06-24,4,2,AC,Open Box,31-60,55285.72,46852.31,34287.99,26.82
979,2025-06-24,4,22,TV,Grade B,61-90,46679.95,39559.28,30727.85,22.32
980,2025-06-24,4,20,TV,Grade C,0-30,14257.63,12082.73,8784.66,27.3
981,2025-06-24,5,30,Refrigerator,Grade C,0-30,15430.17,13076.42,9763.61,25.33
982,2025-06-24,5,31,Refrigerator,Grade B,61-90,42877.95,36337.24,29370.58,19.17
983,2025-06-24,5,15,TV,Grade B,0-30,13576.36,11505.39,8334.33,27.56
984,2025-06-24,5,29,Refrigerator,Minor Cosmetic,31-60,67480.44,57186.82,44000.26,23.06
985,2025-06-24,5,38,Washing Machine,Open Box,61-90,38242.62,32409.0,26147.92,19.32
986,2025-06-24,5,40,Washing Machine,Grade C,0-30,15071.99,12772.87,9534.87,25.35
987,2025-06-24,5,1,AC,Minor Cosmetic,61-90,42045.09,35631.43,29209.48,18.02
988,2025-06-24,5,16,TV,Minor Cosmetic,0-30,25101.01,21272.04,15745.16,25.98
989,2025-06-24,5,3,AC,Minor Cosmetic,90+,24045.16,20377.26,17574.47,13.75
990,2025-06-24,6,6,AC,Grade B,31-60,32386.01,27445.77,20477.52,25.39
991,2025-06-24,6,40,Washing Machine,Grade C,0-30,15283.79,12952.37,9534.87,26.39
992,2025-06-24,6,42,Washing Machine,Open Box,61-90,43753.75,37079.45,29724.77,19.83
993,2025-06-24,6,25,Refrigerator,Minor Cosmetic,61-90,25222.44,21374.95,17574.75,17.78
994,2025-06-24,6,48,Washing Machine,Open Box,61-90,21271.58,18026.76,13931.97,22.72
995,2025-06-24,6,19,TV,Grade C,0-30,26005.24,22038.34,15815.55,28.24
996,2025-06-24,6,3,AC,Minor Cosmetic,90+,23642.19,20035.75,17574.47,12.28
997,2025-06-24,6,45,Washing Machine,Grade C,0-30,25915.71,21962.46,16328.21,25.65
998,2025-06-25,1,47,Washing Machine,Minor Cosmetic,0-30,42448.44,35973.26,23813.82,33.8
999,2025-06-25,1,29,Refrigerator,Minor Cosmetic,61-90,69815.43,59165.62,44000.26,25.63
1000,2025-06-25,1,25,Refrigerator,Minor Cosmetic,0-30,31461.23,26662.06,17574.75,34.08
1001,2025-06-25,1,27,Refrigerator,Grade B,0-30,16357.2,13862.03,9136.62,34.09
1002,2025-06-25,1,16,TV,Minor Cosmetic,0-30,26622.58,22561.51,15745.16,30.21
1003,2025-06-25,1,11,AC,Grade B,31-60,28623.21,24256.95,16433.46,32.25
1004,2025-06-25,1,37,Washing Machine,Open Box,90+,14925.44,12648.68,10015.96,20.81
1005,2025-06-25,1,29,Refrigerator,Minor Cosmetic,31-60,77369.18,65567.11,44000.26,32.89
1006,2025-06-25,1,6,AC,Grade B,31-60,34924.64,29597.16,20477.52,30.81
1007,2025-06-25,2,36,Refrigerator,Grade C,61-90,31721.76,26882.85,20279.68,24.56
1008,2025-06-25,2,30,Refrigerator,Grade C,0-30,15906.33,13479.94,9763.61,27.57
1009,2025-06-25,2,16,TV,Minor Cosmetic,90+,22948.6,19447.96,15745.16,19.04
1010,2025-06-25,2,43,Washing Machine,Grade C,90+,22948.62,19447.98,16193.54,16.73
1011,2025-06-25,2,11,AC,Grade B,0-30,26523.92,22477.9,16433.46,26.89
1012,2025-06-25,2,1,AC,Minor Cosmetic,61-90,41660.51,35305.51,29209.48,17.27
1013,2025-06-25,2,32,Refrigerator,Grade C,90+,22000.1,18644.16,15292.82,17.98
1014,2025-06-25,3,47,Washing Machine,Minor Cosmetic,31-60,36599.51,31016.53,23813.82,23.22
1015,2025-06-25,3,36,Refrigerator,Grade C,61-90,29799.16,25253.52,20279.68,19.7
1016,2025-06-25,3,24,TV,Minor Cosmetic,61-90,53817.46,45608.01,35807.85,21.49
1017,2025-06-25,3,43,Washing Machine,Grade C,61-90,25293.12,21434.85,16193.54,24.45
1018,2025-06-25,3,35,Refrigerator,Minor Cosmetic,61-90,13424.17,11376.42,8761.7,22.98
1019,2025-06-25,3,38,Washing Machine,Open Box,61-90,40178.09,34049.23,26147.92,23.21
1020,2025-06-25,4,29,Refrigerator,Minor Cosmetic,61-90,66976.69,56759.91,44000.26,22.48
1021,2025-06-25,4,4,AC,Grade C,90+,18207.25,15429.87,12893.28,16.44
1022,2025-06-25,4,17,TV,Grade B,61-90,44625.63,37818.33,28373.82,24.97
1023,2025-06-25,4,5,AC,Minor Cosmetic,31-60,46474.04,39384.78,28903.16,26.61
1024,2025-06-25,4,27,Refrigerator,Grade B,61-90,13434.54,11385.21,9136.62,19.75
1025,2025-06-25,4,9,AC,Minor Cosmetic,31-60,33900.3,28729.06,22982.42,20.0
1026,2025-06-25,4,24,TV,Minor Cosmetic,61-90,52977.98,44896.59,35807.85,20.24
1027,2025-06-25,5,32,Refrigerator,Grade C,31-60,23512.41,19925.77,15292.82,23.25
1028,2025-06-25,5,17,TV,Grade B,0-30,47058.87,39880.4,28373.82,28.85
1029,2025-06-25,5,21,TV,Grade B,0-30,34182.99,28968.64,20322.84,29.85
1030,2025-06-25,5,2,AC,Open Box,0-30,52423.46,44426.66,34287.99,22.82
1031,2025-06-25,5,35,Refrigerator,Minor Cosmetic,61-90,13203.16,11189.12,8761.7,21.69
1032,2025-06-25,5,1,AC,Minor Cosmetic,61-90,44443.47,37663.96,29209.48,22.45
1033,2025-06-25,5,36,Refrigerator,Grade C,61-90,30971.74,26247.24,20279.68,22.74
1034,2025-06-25,5,12,AC,Open Box,31-60,41833.29,35451.94,26094.64,26.39
1035,2025-06-25,5,27,Refrigerator,Grade B,31-60,14224.63,12054.77,9136.62,24.21
1036,2025-06-25,6,26,Refrigerator,Open Box,90+,42593.04,36095.8,29837.55,17.34
1037,2025-06-25,6,47,Washing Machine,Minor Cosmetic,90+,34000.7,28814.15,23813.82,17.35
1038,2025-06-25,6,23,TV,Minor Cosmetic,31-60,18695.33,15843.5,11655.74,26.43
1039,2025-06-25,6,3,AC,Minor Cosmetic,61-90,25988.39,22024.06,17574.47,20.2
1040,2025-06-25,6,25,Refrigerator,Minor Cosmetic,90+,23797.62,20167.47,17574.75,12.86
1041,2025-06-25,6,19,TV,Grade C,90+,22790.57,19314.04,15815.55,18.11
1042,2025-06-25,6,48,Washing Machine,Open Box,31-60,21810.75,18483.68,13931.97,24.63
1043,2025-06-25,6,6,AC,Grade B,90+,29872.33,25315.54,20477.52,19.11
1044,2025-06-26,1,10,AC,Open Box,90+,28797.56,24404.71,19637.62,19.53
1045,2025-06-26,1,5,AC,Minor Cosmetic,90+,43401.51,36780.94,28903.16,21.42
1046,2025-06-26,1,34,Refrigerator,Minor Cosmetic,61-90,51927.19,44006.09,33383.53,24.14
1047,2025-06-26,1,25,Refrigerator,Minor Cosmetic,31-60,29870.26,25313.78,17574.75,30.57
1048,2025-06-26,1,10,AC,Open Box,0-30,35604.61,30173.4,19637.62,34.92
1049,2025-06-26,1,33,Refrigerator,Minor Cosmetic,90+,28234.54,23927.57,19539.7,18.34
1050,2025-06-26,1,18,TV,Grade C,61-90,38034.85,32232.92,22781.28,29.32
1051,2025-06-26,1,27,Refrigerator,Grade B,61-90,14917.34,12641.81,9136.62,27.73
1052,2025-06-26,2,29,Refrigerator,Minor Cosmetic,61-90,66677.6,56506.44,44000.26,22.13
1053,2025-06-26,2,27,Refrigerator,Grade B,31-60,14008.95,11871.99,9136.62,23.04
1054,2025-06-26,2,10,AC,Open Box,61-90,30294.5,25673.3,19637.62,23.51
1055,2025-06-26,2,25,Refrigerator,Minor Cosmetic,31-60,28640.64,24271.73,17574.75,27.59
1056,2025-06-26,2,17,TV,Grade B,0-30,43541.58,36899.65,28373.82,23.11
1057,2025-06-26,2,12,AC,Open Box,90+,37627.69,31887.88,26094.64,18.17
1058,2025-06-26,2,1,AC,Minor Cosmetic,61-90,44010.1,37296.69,29209.48,21.68
1059,2025-06-26,2,31,Refrigerator,Grade B,90+,43250.4,36652.88,29370.58,19.87
1060,2025-06-26,2,23,TV,Minor Cosmetic,0-30,18020.65,15271.74,11655.74,23.68
1061,2025-06-26,3,3,AC,Minor Cosmetic,31-60,28480.26,24135.81,17574.47,27.19
1062,2025-06-26,3,29,Refrigerator,Minor Cosmetic,61-90,67040.59,56814.06,44000.26,22.55
1063,2025-06-26,3,8,AC,Grade C,61-90,34937.5,29608.05,22963.56,22.44
1064,2025-06-26,3,26,Refrigerator,Open Box,90+,41211.02,34924.6,29837.55,14.57
1065,2025-06-26,3,25,Refrigerator,Minor Cosmetic,61-90,27667.18,23446.77,17574.75,25.04
1066,2025-06-26,3,20,TV,Grade C,61-90,13530.05,11466.15,8784.66,23.39
1067,2025-06-26,3,1,AC,Minor Cosmetic,90+,40646.95,34446.57,29209.48,15.2
1068,2025-06-26,3,36,Refrigerator,Grade C,0-30,30759.24,26067.16,20279.68,22.2
1069,2025-06-26,3,21,TV,Grade B,61-90,29068.88,24634.65,20322.84,17.5
1070,2025-06-26,4,41,Washing Machine,Open Box,31-60,26155.62,22165.78,16574.72,25.22
1071,2025-06-26,4,36,Refrigerator,Grade C,0-30,33018.2,27981.53,20279.68,27.52
1072,2025-06-26,4,13,TV,Minor Cosmetic,90+,40008.87,33905.83,28384.81,16.28
1073,2025-06-26,4,42,Washing Machine,Open Box,31-60,44082.54,37358.08,29724.77,20.43
1074,2025-06-26,4,4,AC,Grade C,90+,18214.27,15435.82,12893.28,16.47
1075,2025-06-26,4,33,Refrigerator,Minor Cosmetic,61-90,29483.72,24986.2,19539.7,21.8
1076,2025-06-26,4,5,AC,Minor Cosmetic,90+,41902.83,35510.87,28903.16,18.61
1077,2025-06-26,5,4,AC,Grade C,61-90,18423.68,15613.29,12893.28,17.42
1078,2025-06-26,5,31,Refrigerator,Grade B,31-60,47788.62,40498.83,29370.58,27.48
1079,2025-06-26,5,27,Refrigerator,Grade B,61-90,13064.84,11071.9,9136.62,17.48
1080,2025-06-26,5,25,Refrigerator,Minor Cosmetic,90+,25434.09,21554.31,17574.75,18.46
1081,2025-06-26,5,10,AC,Open Box,90+,26762.31,22679.92,19637.62,13.41
1082,2025-06-26,5,16,TV,Minor Cosmetic,61-90,23983.5,20325.0,15745.16,22.53
1083,2025-06-26,5,6,AC,Grade B,61-90,31506.32,26700.27,20477.52,23.31
1084,2025-06-26,5,33,Refrigerator,Minor Cosmetic,90+,28867.93,24464.35,19539.7,20.13
1085,2025-06-26,5,14,TV,Grade B,0-30,49490.58,41941.17,29414.34,29.87
1086,2025-06-26,6,37,Washing Machine,Open Box,0-30,16387.88,13888.03,10015.96,27.88
1087,2025-06-26,6,8,AC,Grade C,0-30,36336.73,30793.84,22963.56,25.43
1088,2025-06-26,6,6,AC,Grade B,0-30,31498.72,26693.83,20477.52,23.29
1089,2025-06-26,6,44,Washing Machine,Open Box,31-60,35854.9,30385.51,22655.21,25.44
1090,2025-06-26,6,12,AC,Open Box,0-30,43632.21,36976.45,26094.64,29.43
1091,2025-06-27,1,13,TV,Minor Cosmetic,90+,43608.29,36956.17,28384.81,23.19
1092,2025-06-27,1,36,Refrigerator,Grade C,90+,30977.3,26251.95,20279.68,22.75
1093,2025-06-27,1,18,TV,Grade C,90+,35318.05,29930.55,22781.28,23.89
1094,2025-06-27,1,25,Refrigerator,Minor Cosmetic,0-30,30334.15,25706.9,17574.75,31.63
1095,2025-06-27,1,21,TV,Grade B,61-90,33031.53,27992.82,20322.84,27.4
1096,2025-06-27,1,46,Washing Machine,Open Box,0-30,15272.1,12942.46,8500.42,34.32
1097,2025-06-27,1,45,Washing Machine,Grade C,31-60,26871.84,22772.75,16328.21,28.3
1098,2025-06-27,1,40,Washing Machine,Grade C,90+,14637.29,12404.48,9534.87,23.13
1099,2025-06-27,1,10,AC,Open Box,61-90,32942.79,27917.62,19637.62,29.66
1100,2025-06-27,1,9,AC,Minor Cosmetic,61-90,36595.45,31013.09,22982.42,25.89
1101,2025-06-27,1,34,Refrigerator,Minor Cosmetic,61-90,54714.9,46368.56,33383.53,28.0
1102,2025-06-27,2,4,AC,Grade C,0-30,20973.47,17774.13,12893.28,27.46
1103,2025-06-27,2,2,AC,Open Box,90+,49706.1,42123.81,34287.99,18.6
1104,2025-06-27,2,37,Washing Machine,Open Box,31-60,15559.94,13186.39,10015.96,24.04
1105,2025-06-27,2,8,AC,Grade C,90+,32282.33,27357.91,22963.56,16.06
1106,2025-06-27,2,9,AC,Minor Cosmetic,61-90,34247.21,29023.06,22982.42,20.81
1107,2025-06-27,2,42,Washing Machine,Open Box,90+,42405.75,35937.08,29724.77,17.29
1108,2025-06-27,2,45,Washing Machine,Grade C,0-30,27362.75,23188.77,16328.21,29.59
1109,2025-06-27,2,1,AC,Minor Cosmetic,90+,41156.97,34878.79,29209.48,16.25
1110,2025-06-27,2,26,Refrigerator,Open Box,0-30,46136.26,39098.53,29837.55,23.69
1111,2025-06-27,3,26,Refrigerator,Open Box,0-30,46111.11,39077.22,29837.55,23.64
1112,2025-06-27,3,32,Refrigerator,Grade C,90+,22624.33,19173.16,15292.82,20.24
1113,2025-06-27,3,28,Refrigerator,Open Box,61-90,74033.59,62740.33,47699.98,23.97
1114,2025-06-27,3,40,Washing Machine,Grade C,61-90,13776.32,11674.85,9534.87,18.33
1115,2025-06-27,3,41,Washing Machine,Open Box,31-60,24417.22,20692.56,16574.72,19.9
1116,2025-06-27,3,21,TV,Grade B,0-30,33471.31,28365.52,20322.84,28.35
1117,2025-06-27,3,35,Refrigerator,Minor Cosmetic,61-90,13606.16,11530.64,8761.7,24.01
1118,2025-06-27,3,6,AC,Grade B,31-60,31294.93,26521.13,20477.52,22.79
1119,2025-06-27,3,15,TV,Grade B,31-60,12640.29,10712.11,8334.33,22.2
1120,2025-06-27,4,2,AC,Open Box,61-90,48788.8,41346.44,34287.99,17.07
1121,2025-06-27,4,21,TV,Grade B,90+,28784.28,24393.46,20322.84,16.69
1122,2025-06-27,4,48,Washing Machine,Open Box,0-30,21879.26,18541.74,13931.97,24.86
1123,2025-06-27,4,34,Refrigerator,Minor Cosmetic,31-60,53288.98,45160.15,33383.53,26.08
1124,2025-06-27,4,43,Washing Machine,Grade C,0-30,25226.29,21378.21,16193.54,24.25
1125,2025-06-27,4,8,AC,Grade C,31-60,35120.8,29763.39,22963.56,22.85
1126,2025-06-27,4,46,Washing Machine,Open Box,31-60,12677.08,10743.28,8500.42,20.88
1127,2025-06-27,4,42,Washing Machine,Open Box,90+,41225.26,34936.66,29724.77,14.92
1128,2025-06-27,5,6,AC,Grade B,31-60,33331.81,28247.29,20477.52,27.51
1129,2025-06-27,5,1,AC,Minor Cosmetic,61-90,45694.28,38723.97,29209.48,24.57
1130,2025-06-27,5,45,Washing Machine,Grade C,0-30,26188.41,22193.57,16328.21,26.43
1131,2025-06-27,5,9,AC,Minor Cosmetic,0-30,34917.88,29591.42,22982.42,22.33
1132,2025-06-27,5,15,TV,Grade B,31-60,12943.17,10968.79,8334.33,24.02
1133,2025-06-27,5,31,Refrigerator,Grade B,90+,42318.61,35863.23,29370.58,18.1
1134,2025-06-27,5,12,AC,Open Box,90+,37204.07,31528.88,26094.64,17.24
1135,2025-06-27,5,7,AC,Grade B,0-30,33942.1,28764.5,22012.91,23.47
1136,2025-06-27,6,10,AC,Open Box,0-30,30061.6,25475.94,19637.62,22.92
1137,2025-06-27,6,13,TV,Minor Cosmetic,61-90,44230.89,37483.81,28384.81,24.27
1138,2025-06-27,6,45,Washing Machine,Grade C,61-90,23395.06,19826.32,16328.21,17.64
1139,2025-06-27,6,22,TV,Grade B,31-60,45549.93,38601.64,30727.85,20.4
1140,2025-06-27,6,1,AC,Minor Cosmetic,31-60,44492.79,37705.76,29209.48,22.53
1141,2025-06-27,6,45,Washing Machine,Grade C,0-30,24957.74,21150.63,16328.21,22.8
1142,2025-06-28,1,7,AC,Grade B,0-30,37177.45,31506.31,22012.91,30.13
1143,2025-06-28,1,27,Refrigerator,Grade B,61-90,15050.04,12754.27,9136.62,28.36
1144,2025-06-28,1,42,Washing Machine,Open Box,0-30,51556.24,43691.73,29724.77,31.97
1145,2025-06-28,1,43,Washing Machine,Grade C,31-60,28462.57,24120.83,16193.54,32.86
1146,2025-06-28,1,11,AC,Grade B,31-60,26718.87,22643.11,16433.46,27.42
1147,2025-06-28,1,42,Washing Machine,Open Box,90+,45744.46,38766.5,29724.77,23.32
1148,2025-06-28,1,14,TV,Grade B,31-60,47267.86,40057.51,29414.34,26.57
1149,2025-06-28,1,26,Refrigerator,Open Box,90+,45121.1,38238.22,29837.55,21.97
1150,2025-06-28,1,34,Refrigerator,Minor Cosmetic,90+,49550.77,41992.18,33383.53,20.5
1151,2025-06-28,1,22,TV,Grade B,0-30,53764.34,45563.0,30727.85,32.56
1152,2025-06-28,1,41,Washing Machine,Open Box,31-60,28805.08,24411.09,16574.72,32.1
1153,2025-06-28,1,7,AC,Grade B,61-90,34502.89,29239.74,22012.91,24.72
1154,2025-06-28,1,34,Refrigerator,Minor Cosmetic,61-90,51676.2,43793.39,33383.53,23.77
1155,2025-06-28,1,7,AC,Grade B,0-30,39398.81,33388.82,22012.91,34.07
1156,2025-06-28,2,11,AC,Grade B,61-90,24844.34,21054.53,16433.46,21.95
1157,2025-06-28,2,8,AC,Grade C,0-30,36822.96,31205.9,22963.56,26.41
1158,2025-06-28,2,33,Refrigerator,Minor Cosmetic,61-90,29200.36,24746.07,19539.7,21.04
1159,2025-06-28,2,17,TV,Grade B,0-30,47243.99,40037.28,28373.82,29.13
1160,2025-06-28,2,18,TV,Grade C,90+,31261.34,26492.66,22781.28,14.01
1161,2025-06-28,2,6,AC,Grade B,61-90,29393.07,24909.39,20477.52,17.79
1162,2025-06-28,2,30,Refrigerator,Grade C,0-30,15847.71,13430.26,9763.61,27.3
1163,2025-06-28,2,4,AC,Grade C,61-90,19718.57,16710.65,12893.28,22.84
1164,2025-06-28,3,27,Refrigerator,Grade B,31-60,13629.99,11550.84,9136.62,20.9
1165,2025-06-28,3,46,Washing Machine,Open Box,61-90,12964.88,10987.18,8500.42,22.63
1166,2025-06-28,3,25,Refrigerator,Minor Cosmetic,31-60,25897.18,21946.76,17574.75,19.92
1167,2025-06-28,3,28,Refrigerator,Open Box,0-30,72629.77,61550.66,47699.98,22.5
1168,2025-06-28,3,3,AC,Minor Cosmetic,0-30,28544.39,24190.16,17574.47,27.35
1169,2025-06-28,3,46,Washing Machine,Open Box,90+,11751.88,9959.22,8500.42,14.65
1170,2025-06-28,3,48,Washing Machine,Open Box,31-60,22476.5,19047.88,13931.97,26.86
1171,2025-06-28,3,10,AC,Open Box,61-90,28885.81,24479.5,19637.62,19.78
1172,2025-06-28,3,2,AC,Open Box,61-90,52147.92,44193.15,34287.99,22.41
1173,2025-06-28,3,43,Washing Machine,Grade C,90+,22156.55,18776.73,16193.54,13.76
1174,2025-06-28,4,6,AC,Grade B,31-60,32208.85,27295.63,20477.52,24.98
1175,2025-06-28,4,6,AC,Grade B,61-90,32075.02,27182.22,20477.52,24.67
1176,2025-06-28,4,27,Refrigerator,Grade B,31-60,13945.68,11818.37,9136.62,22.69
1177,2025-06-28,4,39,Washing Machine,Grade B,31-60,30833.47,26130.06,19250.61,26.33
1178,2025-06-28,4,23,TV,Minor Cosmetic,90+,16324.27,13834.12,11655.74,15.75
1179,2025-06-28,4,37,Washing Machine,Open Box,61-90,15659.88,13271.09,10015.96,24.53
1180,2025-06-28,4,17,TV,Grade B,0-30,43266.58,36666.6,28373.82,22.62
1181,2025-06-28,4,35,Refrigerator,Minor Cosmetic,0-30,13462.32,11408.75,8761.7,23.2
1182,2025-06-28,4,16,TV,Minor Cosmetic,61-90,24168.49,20481.77,15745.16,23.13
1183,2025-06-28,5,21,TV,Grade B,31-60,32528.77,27566.75,20322.84,26.28
1184,2025-06-28,5,6,AC,Grade B,61-90,31286.83,26514.26,20477.52,22.77
1185,2025-06-28,5,44,Washing Machine,Open Box,61-90,32758.64,27761.56,22655.21,18.39
1186,2025-06-28,5,8,AC,Grade C,0-30,35201.46,29831.75,22963.56,23.02
1187,2025-06-28,5,10,AC,Open Box,0-30,31758.8,26914.24,19637.62,27.04
1188,2025-06-28,6,35,Refrigerator,Minor Cosmetic,0-30,13615.53,11538.58,8761.7,24.07
1189,2025-06-28,6,16,TV,Minor Cosmetic,31-60,24618.37,20863.02,15745.16,24.53
1190,2025-06-28,6,33,Refrigerator,Minor Cosmetic,0-30,32487.28,27531.59,19539.7,29.03
1191,2025-06-28,6,31,Refrigerator,Grade B,90+,40271.3,34128.22,29370.58,13.94
1192,2025-06-28,6,37,Washing Machine,Open Box,31-60,15672.75,13281.99,10015.96,24.59
1193,2025-06-30,1,33,Refrigerator,Minor Cosmetic,0-30,32659.67,27677.69,19539.7,29.4
1194,2025-06-30,1,3,AC,Minor Cosmetic,0-30,31261.79,26493.04,17574.47,33.66
1195,2025-06-30,1,41,Washing Machine,Open Box,61-90,26863.07,22765.32,16574.72,27.19
1196,2025-06-30,1,48,Washing Machine,Open Box,61-90,22176.34,18793.51,13931.97,25.87
1197,2025-06-30,1,10,AC,Open Box,61-90,30374.23,25740.87,19637.62,23.71
1198,2025-06-30,1,9,AC,Minor Cosmetic,0-30,37972.58,32180.15,22982.42,28.58
1199,2025-06-30,1,40,Washing Machine,Grade C,90+,15119.19,12812.87,9534.87,25.58
1200,2025-06-30,1,21,TV,Grade B,90+,29675.07,25148.36,20322.84,19.19
1201,2025-06-30,1,43,Washing Machine,Grade C,31-60,28279.06,23965.3,16193.54,32.43
1202,2025-06-30,1,4,AC,Grade C,90+,20158.43,17083.42,12893.28,24.53
1203,2025-06-30,1,8,AC,Grade C,0-30,37880.99,32102.53,22963.56,28.47
1204,2025-06-30,1,14,TV,Grade B,90+,45081.82,38204.93,29414.34,23.01
1205,2025-06-30,2,44,Washing Machine,Open Box,90+,32764.39,27766.43,22655.21,18.41
